name,sorted_name,similar_names
T. Jefferson Parker,jefferson parker t.,['']
Mark K. Christ,christ k. mark,['']
Nicanor Parra,nicanor parra,['']
Michael Richards,michael richards,"['Richard Maschal, Richard Mitchell, Michel Picard, Michael Michalko']"
Bill Hufnagle,bill hufnagle,['']
Ivo Andric,andric ivo,['Ivo Andríc']
Николай Васильевич Гоголь,васильевич гоголь николай,['']
Ivana Chubbuck,chubbuck ivana,['']
Brenda Jernigan,brenda jernigan,['']
Alan Gratz,alan gratz,['']
Octavio Paz,octavio paz,['']
Sheree Fitch,fitch sheree,['']
Wayne Anderson,anderson wayne,"['Dan Anderson, Janet Anderson']"
Dana Canedy,canedy dana,['']
William Mark Simmons,mark simmons william,['William M. Simons']
Micky Dolenz,dolenz micky,['']
Janell L. Carroll,carroll janell l.,['']
Bronwen Dickey,bronwen dickey,['']
Angelika Lerche,angelika lerche,['']
Hamid Akbari,akbari hamid,['']
Ellie Terry,ellie terry,['Jerry Ellis']
John Mark Hicks,hicks john mark,['']
Jean Liedloff,jean liedloff,['']
Patricia Waddell,patricia waddell,['Patricia Wells']
Tiya Miles,miles tiya,['']
Carol Kahn,carol kahn,['']
Samantha Young,samantha young,['']
Anne E. Lenehan,anne e. lenehan,['']
Senior Associate Edward N Luttwak,associate edward luttwak n senior,['']
Patricia Bartlett,bartlett patricia,['Patricia Barey']
Tricia Levenseller,levenseller tricia,['']
Brenda Hampton,brenda hampton,['Brenda Thompson']
Charles Fillmore,charles fillmore,"['Charles Willeford, Charles Fuller, Charles Miller']"
Thomas Rockwell,rockwell thomas,['Thomas Sowell']
Vaughan Roberts,roberts vaughan,['Robert Vaughan']
Thom Pico,pico thom,['']
Shigeo Shingo,shigeo shingo,['']
Jon Mills,jon mills,['']
Marc Van De Mieroop,de marc mieroop van,['']
Christopher M. Byron,byron christopher m.,"['Christopher W. Bruce, Christopher Bryson, Christopher D. Bader, Christopher Brown, Christopher P. Baker, Christopher H. Bing, Christopher M. Avery']"
Bryanna Clark Grogan,bryanna clark grogan,['']
Gail A. Butler,a. butler gail,['Carol A. Butler']
Lois Dieterly,dieterly lois,['']
Don Freeman,don freeman,['Adam Freeman']
Edwin Francis Bryant,bryant edwin francis,['']
Hugh F. Rankin,f. hugh rankin,['']
Henry Martyn Robert,henry martyn robert,['']
Steve Fossett,fossett steve,['']
Christine Brooke-Rose,brooke-rose christine,['']
Sharon Sala,sala sharon,['']
Anne Sigismund Huff,anne huff sigismund,['']
Paula J. Giddings,giddings j. paula,['Paula Giddings']
Gerard de Marigny,de gerard marigny,['']
Hannah Kent,hannah kent,['']
Cathy Duffy,cathy duffy,['']
Lynne McTaggart,lynne mctaggart,['']
Allan M. Siegal,allan m. siegal,['Alan F. Segal']
Theo LeSieg,lesieg theo,['']
Friedrich Dürrenmatt,dürrenmatt friedrich,['Friedrich Durrenmatt']
Paul Jobling,jobling paul,"['Paul Collins, Paula Gosling']"
Zhuangzi,zhuangzi,['']
Lauren Braun,braun lauren,['']
David Sherman,david sherman,"['David Silverman, David Sussman, David Moorman, David Dreman, David Schulman, David Lehman, David Sweetman']"
Tana French,french tana,['Nancy French']
S. Srinivasa Sivakumar,s. sivakumar srinivasa,['SRINIVASAN M. SIVAKUMAR']
Stephen Walter Sterling,stephen sterling walter,['']
Vivian Hoxbro,hoxbro vivian,['']
Lawrence Ganem,ganem lawrence,"['Lawrence James, Gale Lawrence']"
Norman Mailer,mailer norman,['Norman Maclean']
Marianne Carus,carus marianne,['']
Francisco Goya,francisco goya,['']
Carolyn Robinson,carolyn robinson,['Marilynne Robinson']
Dr Chris Andrews,andrews chris dr,['']
Peter Spier,peter spier,"['Peter Sander, Peter Singer']"
Daniel Kirk,daniel kirk,"['Daniel Stark, Daniel Glick']"
Edgar Allan Poe,allan edgar poe,['']
Warren D. Goldfarb,d. goldfarb warren,['']
Maura Nevel Thomas,maura nevel thomas,['']
Ken.; Green Greenwald,green greenwald ken.;,['']
Kristy Chambers,chambers kristy,['']
Carol Drinkwater,carol drinkwater,['']
Susanna Kearsley,kearsley susanna,"['Susan Kearney, Susanna Kaysen']"
Russell H. Dilday,dilday h. russell,['']
Miriam Adeney,adeney miriam,['']
Gary K. Meffe,gary k. meffe,['']
Clifton D. Bryant,bryant clifton d.,['']
Hope Glidden,glidden hope,['']
Dana Hines,dana hines,['']
Klaus Brinkbäumer,brinkbäumer klaus,['']
Tom Mula,mula tom,['']
Sylvia Peck,peck sylvia,['']
Albert Derolez,albert derolez,['']
Tyndale House Publishers,house publishers tyndale,['']
Stefan Fatsis,fatsis stefan,['']
Jimmy Buffett,buffett jimmy,['']
Michelle McKinney Hammond,hammond mckinney michelle,['']
Packages,packages,['']
Barbara Miller Fishman,barbara fishman miller,['']
Mitch Albom,albom mitch,['']
Hsien-yung Pai,hsien-yung pai,['']
Charles Colson,charles colson,"['Charles Johnson, Charles Olson, Charles London, Charles Higson, Charles Rosen, Charles Manson, Charles W. Colson, Charles Houston, Charles Hodgson']"
Walt Kelly,kelly walt,['']
Jeff Hewett,hewett jeff,['']
Dorothy Belle Hughes,belle dorothy hughes,['Dorothy B. Hughes']
Larry Hama,hama larry,['Larry Hallar']
George F. Simmons,f. george simmons,['']
Malcolm Bradbury,bradbury malcolm,['']
Jonathan Goodman,goodman jonathan,"['Jonathan Friedman, Jonathan L. Goldman, Joanna Goodman, Jonathan Coleman']"
Imogen Holst,holst imogen,['']
Gelett Burgess,burgess gelett,['']
Ernst Hans Gombrich,ernst gombrich hans,['']
John Sarno,john sarno,"['John Scarne, John Marco, John Shannon']"
J. Richard Gott,gott j. richard,['Richard J. Foster']
Claire Sterling,claire sterling,['']
Ann Laura Stoler,ann laura stoler,['']
Julian Granberry,granberry julian,['']
Eric M. Hammel,eric hammel m.,['']
Rodney Barfield,barfield rodney,['']
Martin Stuart-Fox,martin stuart-fox,['']
Thomas King,king thomas,"['Thomas Keating, Thomas Fink, Thomas Hine, Thomas Akin, Thomas Hoving, Thomas Paine']"
Nancy Rue,nancy rue,['Nancy N. Rue']
Laura Moser,laura moser,['']
James P. Delgado,delgado james p.,['']
Harold Bell Wright,bell harold wright,['']
Dell H. Hymes,dell h. hymes,['']
Greg Tate,greg tate,['']
Michelle M. Pillow,m. michelle pillow,['']
Gordon Edlin,edlin gordon,['Alan Gordon']
Katz,katz,['']
Patti Waldmeir,patti waldmeir,['']
Mollie Foster,foster mollie,['Mollie Hunter']
Michael Cassutt,cassutt michael,['']
Anne Frank,anne frank,['']
Bruce F. Bowman,bowman bruce f.,['']
Robert L. Saucy,l. robert saucy,['']
Carsten Jensen,carsten jensen,['']
Robert T. Kiyosaki,kiyosaki robert t.,['']
Michael Scott,michael scott,"['Michael Sowa, Michael Scholtz, Michael Prescott, Scott Michaels, Michele Scott, Michael Stone']"
Laura Resnick,laura resnick,['']
Barry Schachter,barry schachter,['']
Cecil Maurice Bowra,bowra cecil maurice,['']
Megan Wells,megan wells,['']
Richard Krafft-Ebing,krafft-ebing richard,['']
Kennedy Ryan,kennedy ryan,['Shawn Kennedy']
Dan Stone,dan stone,"['Ken Stone, Jean Stone, Danika Stone, Jon Stone, Hal Stone']"
Jack Whyte,jack whyte,['']
Michelle Hanson,hanson michelle,"['Michelle Anthony, Michelle Harrison, Michelle Chalfoun']"
Simon Carless,carless simon,['Simon Barnes']
Dorothy R. Berger,berger dorothy r.,['']
Fiona Quinn,fiona quinn,['']
Serge Kahili King,kahili king serge,['']
John Bracy,bracy john,"['Joan Brady, John Gray']"
Nancy Baggett,baggett nancy,['']
Harry Roe,harry roe,['Lou Harry']
Esther J. J. Verhoef-Verhallen,esther j. j. verhoef-verhallen,['']
Dan T. Carter,carter dan t.,['']
Jennifer Bassett,bassett jennifer,"['Jennifer Basye, Jennifer Easley']"
Goldie Hawn,goldie hawn,['']
Brian Carr,brian carr,"['Brian Case, Brian Cramer, Brian Clark, Dr Brian Carr']"
Bruce Chilton,bruce chilton,['Bruce Catton']
Gary Soto,gary soto,['']
Inc Staff Scholastic,inc scholastic staff,"['Scholastic, Inc. Staff']"
Erin Barrett,barrett erin,"['Marvin Barrett, Jean Barrett']"
Christopher McDougall,christopher mcdougall,['Christopher Marshall']
Penny Kittle,kittle penny,['']
"Elaine Costello, Ph.D.","costello, elaine ph.d.",['']
Valerie Martin,martin valerie,['Valerie Marcel']
Adelle Waldman,adelle waldman,['']
William C. Foster,c. foster william,"['William K. Rose, William R. Trotter']"
Margaret Charles Smith,charles margaret smith,['']
Rick Reilly,reilly rick,['']
Alec Waugh,alec waugh,['']
Lensey Namioka,lensey namioka,['']
Bodie Hodge,bodie hodge,['Bodie Thoene']
James Carville,carville james,['James Carroll']
Heike B. Görtemaker,b. görtemaker heike,['']
Matthew Fox,fox matthew,"['Matthew  Fox, Matthew Fort']"
Reinhold Remmert,reinhold remmert,['']
Lorine Niedecker,lorine niedecker,['']
Martin Huxley,huxley martin,['']
Lawrence Pike,lawrence pike,"['Lawrence Miles, Lawrence Lee']"
Arthur J. Dommen,arthur dommen j.,['']
Shannon Kubiak Primicerio,kubiak primicerio shannon,['']
Sean Mayes,mayes sean,['']
John Butt,butt john,"['John Burdett, John Britt']"
Naomi H. Rosenblatt,h. naomi rosenblatt,['']
Sidney Blumenthal,blumenthal sidney,['Eileen Blumenthal']
J. A. Ferguson,a. ferguson j.,['Jo Ann Ferguson']
Trina Schart Hyman,hyman schart trina,['']
Edward Chancellor,chancellor edward,['']
Bianca Guzman,bianca guzman,['']
Eugene Lim,eugene lim,['']
Mike E. Miles,e. mike miles,['']
Yee Chiang,chiang yee,['Ted Chiang']
Ernest Matthew Mickler,ernest matthew mickler,['']
Winifred Gallagher,gallagher winifred,['']
Mary Hartman,hartman mary,"['Mark Horstman, Marc Harshman, Mary Martin, Mark Harlan, Mary Hoffman']"
Robert Haas,haas robert,"['Robert Crais, Robert Hand, Robert Harms, Robert Darvas, Robert Hass, Robert Maass, Hans Rohnert, Robert Bates, Robert Kraus, Robert Harris']"
Roy Hattersley,hattersley roy,['']
Jim Sukach,jim sukach,['']
Randy Mosher,mosher randy,['Nancy Moser']
Joseph Giovannini,giovannini joseph,['']
J. I. Rodale,i. j. rodale,['']
James L. Burrow,burrow james l.,['']
Lloyd J. Jassin,j. jassin lloyd,['']
Robert O'Neill,o'neill robert,"[""Rosemary O'Neill""]"
Leo Litwak,leo litwak,['']
Paul D. Tieger,d. paul tieger,['Paul A. Tipler']
Mendocino Press,mendocino press,['']
Mildred Armstrong Kalish,armstrong kalish mildred,['']
Jeffrey Toobin,jeffrey toobin,['']
Rick Moody,moody rick,['']
J. M. Barrie,barrie j. m.,['']
Frigyes Karinthy,frigyes karinthy,['']
Mary E. Gomes,e. gomes mary,['']
William Fortune Smith,fortune smith william,['John William Smith']
Dayle Ann Dodds,ann dayle dodds,['']
Reggie Dabbs,dabbs reggie,['']
Ted Benna,benna ted,['']
Jim Rearden,jim rearden,['']
Carlos Ostolaza,carlos ostolaza,['']
Eric J. Tully,eric j. tully,['']
Mick St. Michael,michael mick st.,['']
Tish Rabe,rabe tish,['']
Roberta Gellis,gellis roberta,['Robert Ellis']
Gail Paterson Corrington,corrington gail paterson,['']
Max Hardberger,hardberger max,['']
Steve Slavin,slavin steve,['']
Steve Striffler,steve striffler,['']
John Milbank,john milbank,"['John Milton, John Misak, John Villani']"
Bob Morris,bob morris,['Bob Norris']
John E. Stith,e. john stith,['John A. Smith']
Globaliserings Professor and Academic Director of the Public-Private Platform Paul Du Gay,academic and director du gay globaliserings of paul platform professor public-private the,['']
George MacDonald,george macdonald,"['Gordon MacDonald, George McDonald']"
Marvin N. Tolman,marvin n. tolman,['']
Carole E. Barrowman,barrowman carole e.,['']
Leslie Parrott,leslie parrott,"['Les Parrott, Leslie L. Parrott']"
The Puzzle Society,puzzle society the,['']
Don Sherwood Olson,don olson sherwood,['']
Margaux Fragoso,fragoso margaux,['']
Chris Bachelder,bachelder chris,['']
Helen Thomas,helen thomas,"['Thomas Heggen, Thomas Keller, Thomas H. Lee, Dylan Thomas, Thomas Harlan, Etan Thomas, Thomas Mullen, Thomas Hine, Evan Thomas, Thomas Nelson']"
Joseph Gies,gies joseph,['']
Eve Granick,eve granick,['']
Julia London,julia london,['']
Peter H. Davids,davids h. peter,['']
Gordon Campbell,campbell gordon,['']
Suzanne Ress,ress suzanne,['Suzanne Arms']
Alistair Cole,alistair cole,"['Alistair Horne, Alistair Cooke']"
Roland Delicio,delicio roland,['']
Arturo Arias,arias arturo,['']
Alta R. Turner,alta r. turner,['']
Patrick Longo,longo patrick,['Patrick Lane']
Nathaniel Branden,branden nathaniel,['']
David G. Bickler,bickler david g.,['David G. Benner']
Squires G. L.,g. l. squires,['G. L. Squires']
Maxwell E. Johnson,e. johnson maxwell,['John C. Maxwell']
J. A. Clarke,a. clarke j.,['']
Charles Phillips,charles phillips,"['Carly Phillips, Charles Williams, Helen Phillips, Caryl Phillips']"
Wang Shuo,shuo wang,"['Shuo Wang, Shuhe Wang']"
Forrest Gander,forrest gander,['']
Clarissa Wild,clarissa wild,['']
Steven Earle,earle steven,"['Steven Harper, Steven Neal, Steven Barnes, Steven Labree, Steven Garber']"
Marcus J. Borg,borg j. marcus,['Marcus Borg']
Michael Guillen,guillen michael,"['Michael Fullan, Michael Allen']"
Grace Dent,dent grace,['']
John Spaulding,john spaulding,['']
Rachel Ashwell,ashwell rachel,['']
Louis M. Savary,louis m. savary,['']
Ben Albahari,albahari ben,['']
Nora Elizabeth Villagran,elizabeth nora villagran,['']
Bill Perkins,bill perkins,"['Al Perkins, Bill Henkin']"
Dolores Martinez,dolores martinez,['']
Stanley Eugene Fish,eugene fish stanley,['']
Mark Rhodes,mark rhodes,['Karen Rhodes']
Stephen C. Meyer,c. meyer stephen,"['Master Stephen Co, Stephen J. Mellor, Stephen M. Miller, Stephen J. Lee']"
The Dalai Lama,dalai lama the,['']
Peter Fritzson,fritzson peter,['Peter FitzSimons']
Jean-Jacques Rousseau,jean-jacques rousseau,['Jean-jacques Rousseau']
E. C. Sheedy,c. e. sheedy,['']
Laura Beth Nielsen,beth laura nielsen,['']
Mittie Hellmich,hellmich mittie,['']
Anna Brones,anna brones,['']
Gene Callahan,callahan gene,['']
TiE: The Indus Entrepreneurs,entrepreneurs indus the tie:,['']
Jim W. Goll,goll jim w.,['James W. Goll']
David S. Dobkin,david dobkin s.,"['David S. Dockery, David H. DeVorkin']"
Sheldon Cohen,cohen sheldon,['']
Hugh Smith,hugh smith,['']
Will Walton,walton will,['']
Barbara Bowler,barbara bowler,"['Barbara Bowers, Barbara Robles']"
David M. Kennedy,david kennedy m.,['David Kennedy']
Elizabeth Coatsworth,coatsworth elizabeth,['']
Randall S. Schuler,randall s. schuler,['']
Dhyani Ywahoo,dhyani ywahoo,['']
"Robert A. Bradley, M.D.","a. bradley, m.d. robert",['']
Ian Buruma,buruma ian,['']
Jennifer R. Hawthorne,hawthorne jennifer r.,['']
Cindy Cashman,cashman cindy,['Linda Ashman']
Denise Levertov,denise levertov,['']
C. V. Wyk,c. v. wyk,['']
Barbara Hambly,barbara hambly,"['Barbara Campbell, BARBARA HAMBLY']"
Susana Onega,onega susana,['']
M.I.A.,m.i.a.,['']
Richard Gold,gold richard,"['Richard Moe, Richard Gordon, Richard Noll, Richard Hall, Richard Hill, Richard Koch, Richard Bode, Richard Cook, Richard Polt, Richard Gist, Richard Mull, Richard Lowe, Richard Helm, Richard Ford, Richard Cole, Richard Hogg']"
Mike Kuniavsky,kuniavsky mike,['']
Kester Rattenbury,kester rattenbury,['']
John D. Walsh,d. john walsh,['']
Philip Jenkins,jenkins philip,['Philip J. King']
John Buscema,buscema john,['']
Gail Waesche Kislevitz,gail kislevitz waesche,['']
Professor of Philosophy & Fellow G E Moore,& e fellow g moore of philosophy professor,['']
Baldesar Castiglione,baldesar castiglione,['']
Eric Strayer,eric strayer,"['Eric Stover, Eric Kramer']"
John Lescroart,john lescroart,['John T. Lescroart']
Katherine Maud Elisabeth Murray,elisabeth katherine maud murray,['']
Roland Hess,hess roland,['']
Elizabeth Rolls,elizabeth rolls,"['Elizabeth Jolley, Elizabeth Hilts, Elizabeth Lowell, Elizabeth Roberts, Elizabeth Root, Elizabeth Rosner']"
Randy Roberts,randy roberts,"['Robert Hand, Nancy Roberts, Robert Rand, Monty Roberts, Jane Roberts']"
Lori Lite,lite lori,['']
Richard Brown,brown richard,"['Richard C. Brown, Richard Bayan, Richard Bode, Richard Irons, Richard Brody, Richard Lowe, Michael Brown']"
Darwin Porter,darwin porter,['']
Daniel Altieri,altieri daniel,['']
John Corcoran,corcoran john,['']
Bryan Ward-Perkins,bryan ward-perkins,['']
John Postgate,john postgate,['']
Linda V. Taylor,linda taylor v.,['']
Elizabeth Barrette,barrette elizabeth,['']
Tessa Bailey,bailey tessa,['Tessa Hadley']
Joan Halifax,halifax joan,['']
Christof Koch,christof koch,['']
Bob Durr,bob durr,"['Bob Drury, Bob Burg']"
Sage Blackwood,blackwood sage,['Jane Blackwood']
Merriam-Webster Inc.,inc. merriam-webster,"['Merriam-Webster Inc, Merriam-Webster, Inc, Merriam-Webster']"
John Rudolph,john rudolph,['']
John S. Jackman,jackman john s.,['']
Susan Scott,scott susan,['Susan Sloate']
World Health Organization,health organization world,['']
Ellen Fischer,ellen fischer,['']
Hamlin Garland,garland hamlin,['']
George Moore,george moore,"['Rose George, George Mase, Mike George, George Mair, George Howe']"
Linda Aronson,aronson linda,"['Linda Atkinson, Linda Antonsson, Linda Dobson']"
Jenna Jameson,jameson jenna,['']
Lewis Sperry Chafer,chafer lewis sperry,['']
Music Sales,music sales,['']
John Zakour,john zakour,['']
Ian H.. Witten,h.. ian witten,['Ian H. Witten']
Bill B. Hayes,b. bill hayes,['Bill Hayes']
Miriam Polster,miriam polster,['']
Orson Squire Fowler,fowler orson squire,['']
Willard F. Harley Jr.,f. harley jr. willard,['Willard F. Jr. Harley']
Pavilion Books,books pavilion,['']
B. G. Scott,b. g. scott,['']
Deborah S. Romaine,deborah romaine s.,['']
Barbara De Angelis,angelis barbara de,['']
Robert Neil Huebert,huebert neil robert,['']
David Hounshell,david hounshell,['']
Gregory Stock Ph.D.,gregory ph.d. stock,['']
Dennis King,dennis king,['Dennis Linn']
Julian Yates,julian yates,['Colin Yates']
James William Cooper,cooper james william,"['William Cooper Nell, William James Cooper']"
Sarma Melngailis,melngailis sarma,['']
Robert B Parker,b parker robert,"['Robert B. Parker, Robert Parker, Robert A. Harper']"
Random House Disney,disney house random,['']
Garry R. Marvin,garry marvin r.,['']
Raymond George Siemens,george raymond siemens,['']
Ethel C. Brill,brill c. ethel,['']
William S. Parsons,parsons s. william,"['William R. Patterson, William S. Harwood']"
Davis Love III,davis iii love,['']
Mark Essig,essig mark,['']
Ruth Harris,harris ruth,['Trudy Harris']
Nicholas Wade,nicholas wade,['Nicholas Wood']
Diane Carey,carey diane,"['Dave Carey, Diane Barker, Diane Cory']"
Patrick Mcgrath,mcgrath patrick,['']
Gregory L. Little,gregory l. little,['']
Lisa Guerin,guerin lisa,['']
Surindar Paracer,paracer surindar,['']
David Huddle,david huddle,"['David Hume, David Kunzle, David Handler']"
Eric Steinberg,eric steinberg,['']
Robert Bloch,bloch robert,"['Robert Long, Robert Block, Robert Bausch, Robert Burch, Robert Low, Robert Bly']"
Lesley Blanch,blanch lesley,['Lesley Blanch ']
Sarah Bruni,bruni sarah,['']
Rod A. Martin,a. martin rod,['Roy A. Martin']
Uzodinma Iweala,iweala uzodinma,['']
Troy E. Corman,corman e. troy,['']
Scott G. Gier,g. gier scott,['']
Virginia Andersen,andersen virginia,"['Virginia Sorensen, Virginia Andrews']"
Heegyum Kim,heegyum kim,['']
Truman Capote,capote truman,['']
Benny Lewis,benny lewis,['']
Lisa Cipriano Collins,cipriano collins lisa,['']
Bill Pribyl,bill pribyl,['']
Michael Shamata,michael shamata,['Michael Shaara']
Douglas Porpora,douglas porpora,['']
Richard Ives,ives richard,"['Richard Moe, Richard Havers, Richard Dyer, Richard Overy, Richard Irons, Richard Evans, Richard Pipes']"
